Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Age,Total_Children,Customer_For_Years
Basic,Married,24882.0,1,0,52,0,4,10,29,0,36,1,1,1,2,6,0,0,48,1,14
Master,Married,40442.0,1,1,52,45,12,52,25,22,13,4,3,1,4,7,1,0,66,2,14
Master,Divorced,64176.0,0,1,52,500,33,249,64,65,125,8,8,9,8,6,0,0,61,1,14
PhD,Married,23536.0,1,0,53,0,0,0,0,0,1,1,0,0,3,3,0,0,43,1,12
Graduation,Divorced,35246.0,1,1,53,36,0,12,0,2,10,4,3,1,3,5,0,0,66,2,12
Graduation,Married,28442.0,2,0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,48,2,12
Graduation,Married,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,66,2,12
Master,Single,74116.0,0,0,53,500,75,500,100,55,125,1,4,4,10,2,0,0,44,0,13
Master,Married,78093.0,0,0,53,368,32,500,13,43,10,1,4,7,5,1,0,0,66,0,13
Master,Divorced,59354.0,1,1,53,233,2,53,0,5,14,3,6,1,5,6,0,0,66,2,13
Master,Married,36301.0,1,0,53,0,12,35,0,5,12,1,3,0,3,7,0,0,50,1,13
Master,Single,77598.0,0,0,53,500,33,281,100,65,33,1,7,5,13,3,0,0,66,0,13
Graduation,Married,62710.0,0,1,53,441,35,83,0,29,11,4,4,2,12,4,0,0,54,1,13
Graduation,Married,36317.0,0,1,53,87,3,25,0,2,13,2,3,0,4,7,0,0,61,1,13
PhD,Single,42767.0,2,0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,55,2,13
Master,Married,43815.0,1,0,53,0,10,29,0,7,15,1,2,0,3,6,0,0,44,1,13
Graduation,Divorced,44421.0,1,1,53,110,5,59,0,1,7,5,5,0,4,8,0,0,55,2,13
PhD,Divorced,48948.0,0,0,53,437,8,206,100,49,42,2,7,10,5,6,1,0,66,0,13
Master,Divorced,63120.0,0,1,53,500,69,279,54,41,69,5,8,4,9,7,1,0,66,1,14
PhD,Married,55517.0,1,1,53,483,0,108,0,6,36,5,11,1,6,9,1,0,66,2,14
Graduation,Single,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,1,0,66,1,14
Master,Married,52247.0,0,0,53,32,2,500,12,4,22,0,0,0,1,0,0,0,48,0,14
Graduation,Divorced,82582.0,0,0,54,500,75,500,100,40,125,1,4,9,7,1,1,0,49,0,12
Graduation,Divorced,79803.0,0,1,54,500,8,216,21,16,33,1,4,3,5,1,0,0,66,1,12
PhD,Single,52569.0,0,1,54,85,0,0,0,0,7,1,2,0,4,3,0,0,59,1,12
PhD,Single,82032.0,0,0,54,332,75,377,100,65,57,0,4,6,7,1,0,0,66,0,12
Graduation,Married,65685.0,0,1,54,500,14,49,0,7,57,1,9,2,9,5,0,0,54,1,12
PhD,Married,40451.0,0,2,54,35,0,0,0,0,10,1,1,1,2,5,0,0,66,2,12
Master,Divorced,31163.0,1,0,54,0,3,10,11,2,10,1,1,0,3,6,0,0,53,1,12
Graduation,Married,35704.0,1,1,54,30,9,12,0,11,30,3,2,0,4,4,0,0,66,2,12
Graduation,Single,7500.0,1,0,54,0,3,10,12,7,20,4,3,1,3,7,0,0,53,1,13
Graduation,Married,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,43,1,13
PhD,Married,70038.0,0,0,54,500,54,348,71,54,125,1,4,4,8,2,0,0,44,0,13
Graduation,Married,71796.0,0,0,54,354,21,311,100,65,32,1,9,3,4,4,0,0,55,0,13
Master,Married,47821.0,1,1,54,0,0,16,0,6,10,1,1,0,3,8,0,0,59,2,13
PhD,Married,45503.0,1,0,54,97,4,44,0,1,18,1,3,1,4,5,0,0,51,1,13
Graduation,Single,28647.0,1,0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,48,1,13
Master,Divorced,37760.0,1,0,54,26,3,13,0,10,0,1,2,0,3,6,0,0,54,1,13
PhD,Married,85431.0,0,0,54,376,53,462,100,53,53,1,2,7,7,0,0,0,66,0,13
Master,Married,72635.0,0,0,54,390,22,323,100,35,107,1,6,8,6,3,0,0,66,0,13
Graduation,Married,77142.0,0,0,54,476,75,162,29,65,97,1,4,4,8,2,0,0,66,0,13
Graduation,Married,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,48,1,13
Graduation,Single,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,58,2,13
Graduation,Married,73926.0,0,0,54,500,75,500,100,65,15,1,6,5,12,3,0,0,53,0,13
Graduation,Single,35790.0,1,0,54,0,6,20,30,1,3,2,2,0,3,7,0,0,49,1,13
Graduation,Divorced,39552.0,1,1,54,165,3,147,0,24,41,7,6,2,5,8,1,0,64,2,14
Master,Married,68316.0,0,1,54,500,75,161,100,11,33,5,10,7,10,6,0,0,62,1,14
Master,Single,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,61,2,14
Graduation,Single,72066.0,0,0,55,500,34,500,100,51,34,1,4,6,6,2,1,0,45,0,12
Graduation,Married,21675.0,1,0,55,0,0,16,17,4,4,3,4,0,3,7,0,0,50,1,12
Graduation,Married,48006.0,1,1,55,23,0,11,0,2,2,1,1,0,3,6,0,0,61,2,12
Graduation,Married,65106.0,0,1,55,500,19,133,12,0,19,3,8,3,13,6,0,0,51,1,12
Graduation,Divorced,58401.0,0,1,55,0,0,11,17,29,29,1,1,2,2,4,0,0,66,1,12
Graduation,Married,29315.0,1,1,55,0,2,14,0,7,4,4,2,0,4,6,0,0,66,2,12
Master,Single,49389.0,1,1,55,40,0,19,0,1,3,1,2,0,3,7,0,0,66,2,13
PhD,Married,51717.0,0,1,55,98,1,17,0,1,5,1,3,0,4,7,0,0,61,1,13
Master,Single,46779.0,1,1,55,0,1,0,0,0,7,1,0,1,2,4,0,0,66,2,13
Master,Married,28520.0,1,1,55,0,0,10,0,2,20,1,1,1,2,6,0,0,66,2,13
Graduation,Single,34377.0,0,1,55,62,0,22,0,1,26,2,2,2,2,7,0,0,63,1,13
PhD,Divorced,54959.0,0,1,55,500,0,60,0,0,24,3,9,5,4,7,1,0,65,1,13
Master,Married,82384.0,0,0,55,500,51,432,100,65,125,1,3,10,13,1,1,0,66,0,14
Graduation,Single,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,0,0,66,1,14
Graduation,Married,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,58,2,14
PhD,Divorced,57333.0,0,1,55,500,14,397,76,58,125,11,8,5,9,6,1,0,66,1,14
Graduation,Married,80685.0,0,0,55,241,45,500,34,26,54,1,6,4,10,2,0,0,32,0,14
Graduation,Married,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,61,1,14
PhD,Married,62220.0,0,1,55,500,12,375,16,12,12,5,7,6,5,6,1,0,54,1,14
PhD,Married,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,0,0,66,3,12
Master,Divorced,46390.0,0,1,56,95,14,64,0,9,38,1,4,2,3,7,0,0,66,1,12
Graduation,Married,75507.0,0,0,56,500,75,374,100,65,80,1,8,6,6,3,0,0,47,0,12
Master,Married,59412.0,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,66,0,12
PhD,Divorced,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,58,1,12
Master,Married,35924.0,1,1,56,0,0,14,0,3,7,1,1,0,3,5,0,0,57,2,12
Master,Married,57937.0,0,1,56,261,42,144,55,48,125,3,4,4,9,3,0,0,44,1,12
PhD,Married,73356.0,0,0,56,500,14,322,0,14,112,1,5,11,5,2,1,0,42,0,12
Master,Married,21255.0,1,0,56,29,0,25,0,2,3,4,2,1,4,4,0,0,52,1,12
Master,Married,58494.0,0,1,56,298,7,68,0,0,19,2,6,2,6,6,0,0,52,1,13
Graduation,Married,72460.0,0,0,56,377,10,500,80,30,10,1,3,5,7,1,0,0,57,0,13
PhD,Married,68682.0,0,0,56,500,0,500,99,30,45,1,4,9,10,2,0,0,35,0,13
Master,Married,36959.0,1,0,56,25,6,25,0,0,0,2,2,0,3,8,0,0,45,1,13
PhD,Married,46463.0,1,1,56,163,2,40,0,11,11,7,3,1,6,6,0,0,55,2,13
Graduation,Single,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,47,1,13
Graduation,Married,28691.0,1,0,56,0,4,13,0,0,4,1,1,0,3,8,0,0,37,1,13
Graduation,Married,54058.0,0,1,56,198,18,252,32,65,54,2,4,6,8,3,0,0,50,1,13
Graduation,Single,84196.0,0,1,56,215,63,500,100,31,125,1,8,4,7,3,0,0,51,1,13
Master,Married,38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,63,0,13
Graduation,Single,3502.0,1,0,56,0,1,0,0,0,1,0,0,0,0,14,0,0,53,1,13
Graduation,Married,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,0,66,1,13
PhD,Married,80360.0,0,0,56,500,75,454,100,43,43,2,4,4,5,2,0,0,66,0,13
Graduation,Married,66303.0,0,1,56,500,12,96,16,12,60,4,3,4,11,8,0,0,55,1,13
Graduation,Married,52413.0,0,2,56,295,75,271,75,65,65,4,6,4,12,6,0,0,57,2,13
Graduation,Single,60714.0,0,0,56,216,75,224,100,65,125,2,7,4,10,5,1,0,66,0,13
Master,Single,31385.0,1,0,56,0,2,12,0,1,9,1,1,0,2,8,1,0,42,1,14
Master,Single,83257.0,0,0,56,500,27,500,38,65,67,1,5,10,12,6,1,1,31,0,14
PhD,Married,80427.0,0,1,56,500,71,449,69,65,26,1,11,8,8,5,0,0,51,1,14
Graduation,Married,38823.0,0,1,56,70,0,11,0,8,23,1,2,1,3,6,0,0,66,1,14
Graduation,Married,42014.0,1,0,56,244,15,108,0,15,50,6,7,1,6,8,1,0,49,1,14
PhD,Married,76140.0,0,0,57,500,66,500,17,0,26,1,5,9,6,2,0,0,66,0,12
Master,Divorced,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,62,2,12
PhD,Married,62670.0,0,1,57,500,30,92,80,46,38,1,5,3,13,3,0,0,66,1,12
Master,Married,70932.0,0,1,57,200,75,100,46,65,125,2,6,2,12,3,0,0,54,1,12
PhD,Married,78939.0,0,0,57,500,75,243,100,0,125,1,8,5,6,3,0,0,66,0,13
Graduation,Married,44512.0,1,1,57,23,1,0,0,0,2,2,1,0,3,4,0,0,66,2,13
Graduation,Married,63967.0,0,1,57,387,75,141,73,35,125,3,4,4,12,2,0,0,58,1,13
Graduation,Single,90842.0,0,0,57,500,70,118,100,65,93,1,4,9,13,1,0,0,66,0,13
PhD,Single,25358.0,0,1,57,19,0,0,0,0,8,2,1,0,3,6,0,0,66,1,13
Graduation,Single,52247.0,1,0,57,0,3,22,0,2,6,2,2,0,3,6,0,0,44,1,13
Graduation,Single,28567.0,1,0,57,0,3,22,0,2,6,2,2,0,3,6,0,0,44,1,13
Graduation,Married,66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,48,2,13
Graduation,Married,83844.0,0,0,57,500,31,345,75,31,125,1,4,4,11,1,0,0,66,0,13
PhD,Divorced,83664.0,1,1,57,500,21,151,28,21,86,3,2,2,12,5,0,0,58,2,13
Master,Married,27450.0,0,0,57,37,12,23,0,11,52,1,2,1,3,7,0,0,66,0,13
PhD,Single,54880.0,1,0,57,308,75,137,100,45,118,2,6,2,11,5,0,0,48,1,13
PhD,Married,71322.0,0,1,57,500,43,226,69,10,125,2,8,5,13,4,0,0,61,1,13
PhD,Single,60000.0,0,1,57,500,0,217,0,0,12,5,11,3,5,6,0,0,50,1,14
Master,Married,65176.0,0,1,57,500,28,183,100,65,70,4,9,6,6,6,0,0,57,1,14
PhD,Married,61010.0,0,1,57,500,0,57,0,0,76,2,8,5,11,5,0,0,66,1,14
Graduation,Married,31089.0,1,0,57,31,3,31,0,8,4,3,3,0,4,8,0,0,45,1,14
Graduation,Single,20518.0,1,0,58,0,1,0,0,1,9,1,1,1,2,5,0,0,38,1,12
PhD,Married,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,66,2,12
Graduation,Married,28332.0,0,0,58,0,10,13,0,15,9,1,2,1,4,2,0,0,66,0,12
Graduation,Married,33456.0,1,1,58,0,3,10,0,1,7,2,1,0,3,7,0,0,61,2,12
PhD,Married,38443.0,1,1,58,32,0,0,0,0,1,2,1,0,3,7,0,0,58,2,12
Graduation,Single,65333.0,0,1,58,500,7,92,0,15,30,7,9,4,8,6,0,0,53,1,12
Graduation,Divorced,82623.0,0,0,58,204,34,204,100,65,125,1,2,9,4,1,0,0,66,0,13
Graduation,Married,73691.0,0,1,58,500,21,250,85,43,73,2,6,2,8,2,0,0,55,1,13
Graduation,Married,74485.0,0,0,58,499,75,500,100,49,49,1,6,7,12,3,0,0,66,0,13
Graduation,Married,65748.0,0,1,58,172,73,93,95,65,34,2,2,4,10,1,0,1,66,1,13
Basic,Single,24367.0,1,0,58,0,4,0,0,11,5,1,1,0,2,9,0,0,44,1,13
Graduation,Single,91700.0,0,0,58,500,75,500,100,65,19,1,8,6,5,3,1,0,55,0,13
Graduation,Single,79244.0,0,0,58,471,75,125,100,61,125,1,4,10,7,1,1,0,33,0,14
PhD,Married,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,1,0,66,0,14
Graduation,Single,58138.0,0,0,58,500,75,500,100,65,88,3,8,10,4,7,1,0,66,0,14
Master,Married,59354.0,0,2,59,295,21,78,39,13,13,1,4,4,7,3,0,0,66,2,12
PhD,Married,58482.0,0,1,59,500,7,115,19,7,7,2,7,4,9,6,0,0,66,1,12
Graduation,Married,29478.0,1,0,59,0,0,0,0,1,1,1,1,0,3,6,0,0,50,1,12
Graduation,Married,64474.0,0,1,59,381,35,172,56,65,93,2,8,2,10,5,0,0,54,1,13
Master,Single,31160.0,1,0,59,16,3,25,0,1,13,2,2,0,3,8,0,0,51,1,13
Graduation,Married,40321.0,1,1,59,44,4,21,0,0,27,2,3,0,3,7,0,0,54,2,13
Graduation,Single,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,55,1,13
PhD,Single,57513.0,0,0,59,500,40,183,52,20,30,2,9,3,13,6,0,0,66,0,13
Graduation,Married,85693.0,0,1,59,386,75,183,100,65,111,2,9,5,11,5,0,0,47,1,13
Graduation,Married,71855.0,0,1,59,500,31,422,0,65,28,4,5,5,11,3,0,0,49,1,13
Basic,Married,7500.0,0,0,59,0,16,11,11,1,16,1,2,0,3,8,0,0,50,0,14
PhD,Married,71969.0,0,1,59,500,0,76,0,0,10,3,3,4,9,8,0,0,55,1,14
PhD,Married,28973.0,0,0,59,206,0,46,0,2,12,2,5,1,5,8,0,0,49,0,14
Graduation,Single,80872.0,0,0,60,483,72,500,94,12,108,1,4,4,10,1,0,0,66,0,12
PhD,Married,84117.0,0,0,60,500,75,500,59,45,26,1,7,10,6,2,0,0,66,0,12
Master,Single,38741.0,1,1,60,0,10,17,0,6,13,2,2,0,3,7,0,0,66,2,12
Master,Married,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,53,1,13
Graduation,Single,75922.0,0,0,60,265,75,500,100,23,92,1,4,4,9,1,0,0,58,0,13
Master,Married,56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,61,3,13
Graduation,Single,70165.0,0,0,60,161,0,253,100,65,122,1,3,7,11,1,0,0,66,0,13
Graduation,Married,65308.0,0,0,60,500,0,264,100,65,34,1,7,8,12,4,0,0,53,0,13
Master,Married,29298.0,1,1,60,0,0,0,0,0,1,1,1,0,2,5,0,0,66,2,13
PhD,Married,63246.0,0,2,60,500,30,91,29,22,7,1,6,3,12,4,0,0,59,2,13
Graduation,Married,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,66,2,13
Graduation,Single,96843.0,0,0,60,448,71,500,40,17,17,1,6,11,10,2,1,0,36,0,13
PhD,Married,82333.0,0,0,60,500,0,359,46,65,17,1,4,3,10,2,1,0,40,0,13
Graduation,Single,72643.0,0,0,60,500,75,500,100,65,53,1,3,10,7,2,1,0,66,0,13
PhD,Married,32313.0,1,0,60,86,4,56,0,4,7,3,4,0,4,9,0,0,44,1,13
Master,Single,55284.0,0,1,60,500,7,140,0,7,63,3,7,5,8,5,0,0,66,1,14
Graduation,Divorced,15287.0,1,0,60,0,2,0,0,3,13,2,1,1,2,7,1,0,47,1,14
PhD,Married,51563.0,0,0,60,500,0,48,0,0,36,1,4,4,10,8,0,0,39,0,14
Master,Married,81929.0,1,0,60,500,55,278,49,0,125,2,4,4,10,6,1,0,50,1,14
PhD,Married,53593.0,1,1,60,349,4,78,0,0,43,8,7,2,6,8,0,0,66,2,14
Master,Married,60432.0,0,1,61,365,3,15,0,3,11,5,7,2,5,6,0,0,53,1,12
Master,Married,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,66,2,12
Graduation,Single,62450.0,0,1,61,500,47,267,62,65,38,2,5,5,4,3,0,0,66,1,12
Master,Single,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,51,1,13
PhD,Married,43269.0,1,0,61,0,1,0,0,0,1,1,1,0,2,8,0,0,54,1,13
PhD,Married,33762.0,2,1,61,53,1,34,0,0,16,3,2,2,2,8,0,0,66,3,13
Graduation,Married,60894.0,0,1,61,500,7,155,10,0,54,5,10,3,8,7,0,0,60,1,13
Graduation,Married,87771.0,0,1,61,500,38,287,50,57,33,1,5,10,4,6,1,0,66,1,13
Graduation,Married,50737.0,0,1,61,78,0,11,0,0,10,1,2,0,4,6,0,0,66,1,13
Graduation,Divorced,26150.0,2,1,61,0,1,13,0,5,1,1,1,0,3,7,0,0,66,3,13
Graduation,Married,57304.0,0,1,61,356,75,329,100,17,106,2,7,6,10,5,0,0,66,1,13
Graduation,Married,71107.0,0,1,61,500,10,217,100,65,125,2,7,6,13,4,0,0,66,1,13
Master,Married,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,51,2,13
Graduation,Married,81320.0,0,0,61,183,33,493,59,65,57,1,4,3,10,2,0,0,66,0,13
Master,Married,87000.0,0,0,61,196,25,500,67,17,49,1,4,6,7,2,0,0,34,0,14
Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,52,1,14
Graduation,Married,63684.0,0,1,61,500,75,428,100,65,80,3,8,4,8,5,0,0,56,1,14
Graduation,Married,69016.0,0,1,61,500,53,363,100,65,125,4,8,9,13,5,0,0,56,1,14
Graduation,Married,7500.0,0,1,61,0,2,0,0,0,5,1,1,0,2,8,0,0,47,1,14
Graduation,Married,73803.0,0,1,61,500,75,363,52,26,125,2,9,5,6,6,1,0,66,1,14
Master,Married,46094.0,1,1,62,0,2,20,0,2,5,1,1,0,3,7,0,0,53,2,12
PhD,Married,85844.0,0,0,62,500,19,500,25,65,38,1,6,6,7,2,0,0,53,0,12
Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,66,2,12
Graduation,Married,80395.0,0,0,62,445,25,500,80,65,48,1,6,5,12,2,0,0,66,0,13
Graduation,Married,87679.0,0,0,62,500,75,500,97,65,33,1,7,11,10,4,1,0,38,0,13
Master,Divorced,35416.0,0,0,62,248,3,81,0,3,51,3,7,1,5,8,0,0,66,0,13
PhD,Married,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,66,1,13
PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,66,2,13
Graduation,Married,94384.0,0,0,62,500,24,500,100,45,125,0,5,8,5,2,1,0,66,0,13
Graduation,Single,34412.0,1,0,62,52,12,50,0,36,55,3,5,0,3,9,0,0,36,1,13
Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,41,1,13
Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,66,2,13
Graduation,Married,56775.0,0,1,62,500,35,160,58,35,35,2,5,8,10,5,0,0,47,1,13
PhD,Single,54356.0,0,1,62,500,15,30,20,0,0,3,11,2,8,8,1,0,66,1,14
PhD,Married,72159.0,0,0,62,322,53,500,34,40,53,1,4,6,10,2,0,0,48,0,14
Graduation,Single,8028.0,0,0,62,73,18,66,0,12,2,15,0,1,0,19,0,0,35,0,14
Master,Married,55951.0,0,1,62,500,0,80,0,13,40,3,3,6,11,8,0,0,66,1,14
PhD,Married,67911.0,0,1,63,500,0,356,63,28,0,3,6,7,11,3,0,0,66,1,12
PhD,Married,20427.0,1,0,63,0,0,0,0,0,1,1,1,0,2,8,0,0,53,1,12
PhD,Single,32303.0,0,1,63,35,0,0,0,0,2,2,1,0,4,5,0,0,56,1,12
PhD,Married,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,58,1,12
PhD,Married,49187.0,0,1,63,81,1,31,0,1,0,1,1,1,5,2,0,0,50,1,12
Master,Married,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,54,1,13
Graduation,Divorced,63693.0,0,1,63,500,43,337,42,65,54,3,11,6,9,6,0,0,48,1,13
Master,Married,19510.0,2,0,63,0,0,0,0,4,7,2,1,0,3,7,0,0,41,2,13
Graduation,Divorced,52332.0,0,0,63,212,5,33,0,0,2,1,3,2,6,4,0,0,66,0,13
Graduation,Married,55593.0,0,1,63,293,8,124,11,4,106,2,6,6,3,6,0,0,53,1,13
Graduation,Married,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,66,1,13
Master,Single,74859.0,0,0,63,500,73,500,100,65,73,1,6,5,11,3,0,0,66,0,13
Graduation,Divorced,40851.0,1,1,63,23,1,0,0,4,24,1,1,1,2,7,0,0,55,2,13
PhD,Married,58607.0,0,1,63,500,0,86,0,0,19,3,2,3,9,8,0,0,66,1,14
Basic,Single,7500.0,1,0,63,0,17,18,0,26,40,4,3,2,2,9,0,0,34,1,14
PhD,Single,52614.0,0,1,63,500,0,142,12,9,38,2,2,4,8,8,0,0,51,1,14
Graduation,Married,67445.0,0,1,63,500,75,217,29,65,11,5,9,6,12,6,0,0,52,1,14
PhD,Married,36778.0,1,1,63,29,4,34,0,4,4,3,3,0,3,9,0,0,58,2,14
Graduation,Married,39453.0,1,0,64,46,0,0,0,0,2,2,2,0,3,6,0,0,43,1,12
PhD,Married,42731.0,1,0,64,159,2,51,0,2,24,3,4,1,5,5,0,0,57,1,13
PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,61,1,13
PhD,Married,69969.0,0,0,64,500,29,500,38,29,44,1,4,2,6,3,1,0,61,0,13
Graduation,Single,80317.0,0,0,64,500,11,387,100,65,57,1,3,4,10,1,0,0,66,0,13
Master,Married,66636.0,0,0,64,291,10,500,84,10,0,1,3,4,9,1,0,0,66,0,13
Master,Married,54730.0,0,1,64,318,3,17,0,7,56,5,4,1,8,4,0,0,51,1,13
Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,55,2,13
Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,61,1,13
Graduation,Married,79530.0,0,0,64,333,0,500,100,42,29,1,4,10,11,2,0,0,66,0,13
Master,Divorced,63841.0,0,1,64,500,15,100,20,7,125,1,9,3,9,6,0,0,58,1,13
Master,Married,27100.0,1,0,64,0,0,13,0,0,10,1,1,0,3,7,0,0,43,1,13
Master,Single,72309.0,0,0,64,500,0,500,50,38,0,1,5,6,8,3,1,0,50,0,13
Graduation,Single,50664.0,1,1,64,313,8,104,0,4,125,9,8,1,6,9,0,0,66,2,13
Basic,Single,20194.0,1,0,64,0,4,0,11,10,15,2,2,0,3,6,0,0,47,1,14
PhD,Married,76618.0,0,0,64,500,40,294,100,65,125,1,3,2,5,1,0,0,51,0,14
PhD,Married,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,52,2,14
Graduation,Married,56721.0,1,1,64,157,6,39,0,13,75,5,4,1,5,6,0,0,54,2,14
Graduation,Single,27038.0,0,0,64,0,26,25,17,23,15,1,3,0,3,9,1,0,60,0,14
Graduation,Single,23763.0,1,0,64,22,0,0,0,2,6,1,1,0,3,7,0,0,49,1,14
Graduation,Married,37085.0,1,1,65,39,1,16,0,0,3,4,3,0,3,8,0,0,51,2,12
Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,60,0,12
Graduation,Divorced,1730.0,0,0,65,0,1,0,0,1,1,15,0,0,0,20,0,0,55,0,12
Graduation,Single,34824.0,0,0,65,0,2,11,0,0,4,1,1,0,2,6,0,0,31,0,12
Master,Married,63206.0,0,0,65,500,8,125,11,8,26,1,4,3,6,2,0,0,52,0,12
Graduation,Divorced,26759.0,1,0,65,25,3,16,0,5,2,2,2,1,3,6,0,0,54,1,12
PhD,Divorced,55412.0,1,1,65,0,5,28,11,1,8,1,2,0,3,5,0,0,50,2,13
Graduation,Married,33590.0,2,1,65,0,0,0,0,0,2,1,1,0,2,7,0,0,52,3,13
Graduation,Married,70886.0,1,0,65,407,70,239,100,65,53,1,5,4,4,2,0,0,55,1,13
Graduation,Single,72679.0,0,1,65,500,54,260,100,54,54,1,4,7,5,1,0,0,57,1,13
Master,Married,65073.0,0,0,65,500,17,177,69,0,8,1,5,3,5,2,0,1,66,0,13
Graduation,Married,44300.0,1,1,65,30,0,0,0,0,3,2,1,0,3,6,0,0,61,2,13
Master,Married,56129.0,0,1,65,320,48,133,39,65,48,4,6,2,10,4,0,0,66,1,13
Graduation,Married,38590.0,1,0,65,0,1,0,0,3,3,1,1,0,2,8,0,0,55,1,13
Master,Married,53083.0,1,1,65,215,7,33,0,0,13,6,5,1,5,7,0,0,66,2,13
Master,Single,79689.0,0,0,65,311,26,500,100,37,121,1,4,9,13,2,0,0,50,0,13
Graduation,Single,34704.0,0,1,65,29,0,0,0,1,5,1,1,0,3,5,0,0,60,1,13
Graduation,Married,65316.0,1,1,65,112,6,92,0,9,38,2,3,2,5,4,0,0,64,2,13
PhD,Married,41014.0,1,0,65,0,2,0,0,0,3,1,1,0,2,7,0,0,48,1,13
Graduation,Married,19740.0,0,1,65,0,11,0,10,4,20,2,1,1,3,5,0,0,66,1,13
Basic,Married,23724.0,1,0,65,0,23,15,0,18,14,2,2,0,3,8,0,0,47,1,13
PhD,Married,55212.0,0,1,65,500,0,45,0,0,34,3,4,2,11,8,0,0,57,1,14
Graduation,Single,79800.0,0,0,65,500,21,500,32,0,125,1,5,11,5,3,1,0,66,0,14
Graduation,Divorced,70647.0,0,1,65,500,75,171,25,65,114,2,4,7,13,2,0,0,59,1,14
PhD,Married,38410.0,0,0,65,153,64,123,100,64,14,2,5,2,9,6,1,0,52,0,14
Graduation,Single,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,46,0,14
Graduation,Single,54803.0,0,1,65,404,0,92,28,27,125,2,6,2,9,4,0,0,57,1,14
Graduation,Single,74293.0,0,0,66,375,75,335,93,65,81,1,5,4,6,2,0,0,33,0,12
Master,Married,35684.0,1,0,66,0,4,0,0,6,3,1,1,0,3,6,0,0,42,1,12
PhD,Married,34320.0,1,0,66,0,1,0,0,0,0,1,1,0,2,8,0,0,40,1,12
Graduation,Single,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,45,2,13
Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,50,2,13
Graduation,Married,53187.0,1,0,66,211,2,30,0,7,10,2,4,1,6,5,0,0,56,1,13
